Food,Carbs,Calories,Protein,Fat
"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, raw",0.0,538.5,20.12,14.14
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",0.0,533.5,28.11,10.37
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, raw",0.0,399.5,21.85,7.41
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",0.0,558.0,27.39,11.75
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, raw",0.0,420.5,21.44,8.5
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, cooked, grilled",0.0,496.0,29.18,8.31
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, raw",0.0,368.0,22.46,5.78
"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",0.0,754.5,23.69,21.81
"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",0.0,786.0,22.92,23.52
"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",0.0,706.5,24.83,19.25
"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",0.0,536.5,27.97,10.57
"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",0.0,562.5,27.3,11.97
"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",0.0,498.0,28.98,8.48
"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",0.0,661.5,18.13,20.31
"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw",0.0,674.5,17.92,20.96
"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw",0.0,642.5,18.44,19.34
"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw",0.0,431.0,21.22,9.04
"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",0.0,449.5,20.93,9.97
"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw",0.0,402.5,21.65,7.64
"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",0.0,632.5,18.85,18.73
"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw",0.0,656.0,18.39,19.95
"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw",0.0,597.0,19.55,16.9
"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw",0.0,404.0,21.99,7.54
"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",0.0,417.5,21.62,8.29
"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw",0.0,383.5,22.55,6.41
"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",0.0,646.0,27.27,14.74
"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",0.0,606.5,27.95,12.71
"Beef, rib eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, select, raw",0.0,387.0,21.17,6.57
"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",0.0,932.5,24.23,29.21
"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, all grades, raw",0.78,839.0,16.15,28.42
"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",0.0,964.0,23.34,30.95
"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, choice, raw",0.9,870.0,15.75,29.89
"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",0.0,885.0,25.56,26.59
"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, select, raw",0.6,791.5,16.75,26.23
"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",0.0,774.0,28.36,20.57
"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, all grades, raw",0.46,620.5,19.11,17.91
"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, choice, cooked, braised",0.0,794.0,27.75,21.72
"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, choice, raw",0.64,652.5,18.72,19.36
"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, select, cooked, braised",0.0,743.0,29.28,18.84
"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, select, raw",0.2,573.0,19.71,15.73
"Beef, rib, eye, small end (ribs 10- 12) separable lean only, trimmed to 0"" fat, select, cooked, broiled",0.0,472.5,29.93,6.05
"Beef, rib, eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",0.0,686.5,26.58,16.76
"Beef, rib, eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, raw",0.0,710.0,17.51,22.07
"Beef, rib, eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, cooked, broiled",0.0,530.5,28.88,9.01
"Beef, rib, eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, raw",0.0,417.5,20.13,8.3
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",0.0,964.0,22.8,30.49
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",0.0,858.0,23.48,25.54
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",0.0,876.0,21.55,27.22
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",0.0,920.0,23.01,28.51
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",0.0,819.0,16.26,27.29
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",0.0,959.0,20.86,31.18
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",0.0,980.0,22.5,31.28
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, raw",0.0,863.0,16.03,29.34
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",0.0,1047.0,20.65,34.97
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",0.0,1018.5,22.86,32.74
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, raw",0.0,951.5,15.77,33.26
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",0.0,840.0,21.55,25.71
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",0.0,863.0,23.4,25.84
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, raw",0.0,764.5,16.52,24.85
"Beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",0.0,617.0,27.53,13.4
"Beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, choice, cooked, roasted",0.0,656.0,27.53,15.0
"Beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, select, cooked, roasted",0.0,570.0,27.53,11.4
"Beef, rib, shortribs, separable lean and fat, choice, cooked, braised",0.0,1221.0,21.57,41.98
"Beef, rib, shortribs, separable lean and fat, choice, raw",0.4,1010.5,14.4,36.23
"Beef, rib, shortribs, separable lean only, choice, cooked, braised",0.0,764.5,30.76,18.13
"Beef, rib, shortribs, separable lean only, choice, raw",0.4,453.0,19.05,10.19
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",0.0,646.0,27.27,14.74
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",0.0,808.5,24.73,22.84
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",0.0,738.5,24.91,19.79
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",0.0,754.5,25.85,20.04
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",0.0,884.0,22.54,27.14
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",0.0,659.5,19.33,19.06
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",0.0,788.0,24.53,22.09
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",0.0,930.5,22.28,29.21
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, raw",0.0,682.0,19.09,20.13
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",0.0,917.5,24.13,27.86
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",0.0,1065.5,22.15,35.12
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, raw",0.06,868.0,16.74,29.18
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",0.0,721.5,27.17,18.0
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",0.0,837.0,22.76,25.02
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, raw",0.0,637.5,19.56,18.0
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",0.0,501.0,29.41,7.53
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, cooked, broiled",0.0,583.0,28.04,11.7
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, select, cooked, broiled",0.0,513.0,28.04,8.7
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",0.0,506.0,29.58,7.63
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, all grades, raw",0.0,365.0,22.33,5.04
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, choice, raw",0.0,383.0,22.12,5.91
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, select, cooked, broiled",0.0,487.0,30.87,6.22
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, select, raw",0.0,347.5,22.53,4.2
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8""fat, choice, cooked, broiled",0.0,524.5,28.29,9.05
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",0.0,873.5,22.42,26.75
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",0.0,910.0,22.77,28.11
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",0.0,793.0,16.53,26.1
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",0.0,912.5,22.26,28.5
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",0.0,946.0,22.6,29.79
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, raw",0.0,834.5,16.34,27.93
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",0.0,1000.5,21.95,32.38
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",0.0,1037.0,22.57,33.7
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, raw",0.0,920.0,16.15,31.66
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",0.0,816.5,22.73,24.2
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",0.0,855.5,23.1,25.63
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, raw",0.0,746.5,16.75,23.95
"Beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",0.04,344.0,22.66,4.66
"Beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, choice, raw",0.18,358.5,22.52,5.29
"Beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, select, raw",0.0,324.0,22.89,3.72
"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",1.53,637.5,24.66,15.7
"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",1.51,467.0,19.7,10.6
"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",1.81,671.5,24.24,17.21
"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",1.75,485.5,19.46,11.4
"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",1.1,586.5,25.28,13.43
"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",1.15,439.0,20.05,9.39
"Beef, ribeye filet, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",0.17,515.0,28.77,9.2
"Beef, ribeye filet, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",0.51,539.0,28.35,10.26
"Beef, ribeye filet, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",0.0,482.0,29.39,7.61
"Beef, ribeye petite roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",0.0,462.0,28.15,7.31
"Beef, ribeye petite roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",0.0,486.5,28.0,8.42
"Beef, ribeye petite roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, roasted",0.0,426.0,28.37,5.65
"Beef, round, bottom round , roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",0.0,424.0,28.45,4.67
"Beef, round, bottom round roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",0.0,438.0,28.29,5.33
"Beef, round, bottom round, roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",0.0,484.0,27.42,7.72
"Beef, round, bottom round, roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",0.0,515.5,26.76,9.37
"Beef, round, bottom round, roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",0.0,453.0,28.08,6.06
"Beef, round, bottom round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",0.0,564.5,26.41,11.64
"Beef, round, bottom round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",0.0,579.0,26.05,12.44
"Beef, round, bottom round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",0.0,550.0,26.77,10.85
"Beef, round, bottom round, roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",0.0,458.5,27.76,6.48
"Beef, round, bottom round, roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",0.0,479.5,27.23,7.63
"Beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked",0.0,423.5,28.0,5.72
"Beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, all grades, raw",0.0,331.0,22.19,4.31
"Beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",0.0,463.5,27.56,6.77
"Beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, choice, raw",0.0,362.0,22.22,4.96
"Beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, select, raw",0.0,331.0,22.18,3.66
"Beef, round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",0.0,578.5,33.56,8.86
"Beef, round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",0.0,596.0,32.73,10.0
"Beef, round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",0.0,561.5,34.39,7.72
"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",0.0,640.0,32.76,11.87
"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",0.0,498.5,20.7,11.54
"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",0.0,657.5,32.85,12.56
"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",0.0,513.5,20.71,12.15
"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",0.0,623.0,32.67,11.19
"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",0.0,484.5,20.68,10.93
"Beef, round, bottom round, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",0.0,555.5,34.0,7.67
"Beef, round, bottom round, steak, separable lean only, trimmed to 0"" fat, choice, cooked, braised",0.0,577.5,33.08,9.03
"Beef, round, bottom round, steak, separable lean only, trimmed to 0"" fat, select, cooked, braised",0.0,534.0,34.93,6.3
"Beef, round, bottom round, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, braised",0.0,560.5,34.34,7.73
"Beef, round, bottom round, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",0.0,590.0,34.22,9.02
"Beef, round, bottom round, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, braised",0.0,531.5,34.46,6.43
"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",0.0,432.5,29.66,4.46
